Tempo;Altura;Velocidade;Força do Motor;Força de Tração;Energia do  Motor;Custo de Energia (R$)
5,2005002000005;98,660911745208;62,654057999898;6040;3320;376367,39127988;3242,8074421683
5,2170966000049;99,706252363532;62,985985999985;6040;3320;378430,51031939;3277,4969056142
5,2339248999997;100,77186326502;63,322551999881;6040;3320;380435,35543991;3312,3701465295
5,2500322000051;101,79700750946;63,644697999989;6040;3320;382468,21407928;3347,4297328201
5,2673431000003;102,90474785694;63,990915999893;6040;3320;384413,97591993;3382,6676806128
5,2834718000013;103,94204084316;64,313489999913;6040;3320;386505,13263936;3418,0973177714
5,300674099999;105,05429917455;64,657535999868;6040;3320;388453,47959948;3453,7055534013
5,317704699999;106,16125663387;64,998147999868;6040;3320;390531,5174392;3489,5042758333
5,3336381000045;107,20197559028;65,316815999977;6040;3320;392588,8139192;3525,4915837759
5,350440400005;108,3050946735;65,652861999988;6040;3320;394513,56863986;3561,6553275679
5,3665876000014;109,3704192079;65,975805999915;6040;3320;396543,28647993;3598,0051288285
5,3837891000003;110,51121986678;66,319835999893;6040;3320;398493,86823949;3634,5337334171
5,4009619999997;111,65602194828;66,663293999882;6040;3320;400571,80943936;3671,2528159491
5,4171114000055;112,7378102112;66,986281999998;6040;3320;402646,29575929;3708,162059727
5,4332897999993;113,82677588802;67,309849999874;6040;3320;404597,14327999;3745,2501311943
5,4506266000026;114,9997245884;67,656585999939;6040;3320;406551,49399924;3782,5173514776
5,467650999999;116,15733397476;67,997073999868;6040;3320;408645,77943963;3819,9765479262
5,4838772000003;117,26593388831;68,321597999893;6040;3320;410702,3269592;3857,6242612308
5,5008707000015;118,43273254486;68,661467999918;6040;3320;412662,45191935;3895,4516526568
5,5168200000044;119,53292250003;68,980453999975;6040;3320;414715,26671951;3933,4672187727
5,5342671000035;120,74251940492;69,329395999957;6040;3320;416641,94215985;3971,659396804
5,550447600006;121,86953986868;69,653006000008;6040;3320;418749,55183974;4010,0447723894
5,5676020000028;123,07028086337;69,996093999944;6040;3320;420704,15624005;4048,6093200447
5,5836657000036;124,19983796777;70,31736799996;6040;3320;422776,40775966;4087,3638240893
5,6008146000022;125,41158517519;70,660345999931;6040;3320;424716,90271976;4126,2962068386
5,6172540000043;126,57860394482;70,989133999974;6040;3320;426788,48983959;4165,4184850739
5,6341870000033;127,78639748054;71,327793999953;6040;3320;428774,36935984;4204,7228022653
5,6501222000006;128,92809875528;71,6464979999;6040;3320;430819,87575972;4244,2146242099
5,6670751999991;130,14846991994;71,985557999869;6040;3320;432744,8479194;4283,8829019358
5,6840381000002;131,37530854135;72,324815999891;6040;3320;434792,77031921;4323,7389058818
5,6999911000021;132,53419629531;72,643875999929;6040;3320;436841,88863934;4363,7827456737
5,7172216000035;133,79182440344;72,988485999958;6040;3320;438769,01103957;4404,0032383523
5,7341082999992;135,03006228239;73,326219999872;6040;3320;440850,45543975;4444,414530101
5,7502473000059;136,21868349388;73,649000000005;6040;3320;442890,36879922;4485,0128139076
5,7675321999996;137,49767444888;73,994697999879;6040;3320;444839,96000003;4525,7898102409
5,7835725000041;138,68971742802;74,315503999969;6040;3320;446927,97591927;4566,7582080335
5,800441600004;139,94904442724;74,652885999967;6040;3320;448865,64415981;4607,9042254148
5,8171774000002;141,2040219365;74,987601999892;6040;3320;450903,4314398;4649,2370399635
5,8342139000015;142,48735306472;75,328331999917;6040;3320;452925,11607935;4690,7551756041
